# Pathway	G45057_Abundance	G45068_Abundance	G45071_Abundance	G45075_Abundance	G45092_Abundance	G45099_Abundance	G45108_Abundance	G45117_Abundance	G45123_Abundance	G45226_Abundance	G45227_Abundance	G45250_Abundance
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	23.4574	0	23.2133	0	0	4.81695	0	0	35.3858	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_animalis	0	0	0.943966	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	11.1777	0	12.4739	5.76226	13.3661	18.3674	2.22299	0	7.72326	0	4.06611
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	2.68514	2.42111	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_catenulatum	0	0	0	20.4167	3.24308	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0	8.35801	9.2909	21.27	2.10191	31.9507	10.2288	6.11889	0	9.5417	31.9975	7.01837
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0.525036	0	0	4.40809	0	16.1844	0.828045	0	2.50243	39.2963	7.65127
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bilophila.s__Bilophila_wadsworthia	0	4.39509	0	0	0	0	5.84529	0	2.19866	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Blautia_producta	0	0	0	0	0	0	0	0.157756	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_gnavus	12.042	0.199855	3.13909	1.82348	0	4.74206	0	2.97083	7.76006	2.55159	5.33298	0.281818
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_obeum	0	0.561595	0	0	0	0	0	0	2.05271	0	3.45761	6.33103
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_torques	0	3.09	6.34696	11.0751	4.06909	0	3.54225	0	3.96422	7.47193	2.9669	0.866532
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	1.59401	2.62896	0	0	0.869666	0	0	0	2.46942	0	2.28554	0.738294
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Butyricicoccus.s__Butyricicoccus_pullicaecorum	0	0	0	0	0	0	0	0.474005	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridiales_noname.s__Clostridiales_bacterium_1_7_47FAA	0.308926	0	1.2217	0	1.67873	0.397346	0	0.414805	0	0	0.584299	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_asparagiforme	0	0	3.87998	0	1.08856	3.29195	0	0	0	0	0.835561	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_bolteae	2.69137	0	3.06604	0	0.313836	7.43176	0	0.26411	0	0.348906	0.139432	0.149754
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_citroniae	0	0	0.394564	0.535338	0	0.717623	0	0.338526	0	0	0.393178	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_clostridioforme	3.085	0	5.84151	0.637953	0.593877	5.38613	0	1.53588	0.800493	4.25065	0.233011	1.00963
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_hathewayi	1.65761	0.609001	1.09339	0	0.467752	2.73773	0	0.934086	0.196812	0.854021	0.500685	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_leptum	0	0	0	0	0	1.87872	0.792365	0	0.326079	0	8.74071	0.996006
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_nexile	13.6063	1.11862	0.847088	0	0	0	0	0	0	0	5.83022	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_sp_D5	0	0	0	0	0	0	0	0.611986	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_sp_KLE_1755	0	0	0	0	0	0	0	3.05351	7.51633	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_symbiosum	0.882814	0.381191	0.451099	0	0	1.61434	0	0.608894	0.604789	2.38561	0	0.321656
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Collinsella.s__Collinsella_aerofaciens	0	5.8704	0	0	4.3764	0	10.8935	0	0	24.6155	18.2508	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Coprococcus.s__Coprococcus_catus	0	3.09249	0	1.80361	0	0	0	0	0	0	3.37524	2.49065
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Coprococcus.s__Coprococcus_comes	0	3.64154	0	0	0	0	0.8898	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Coprococcus.s__Coprococcus_eutactus	0	20.752	0	0	1.61655	0	0	0	0.602519	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Coprococcus.s__Coprococcus_sp_ART55_1	0	0	0	0	0	0	0	0	0	0	0	20.3006
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Dialister.s__Dialister_invisus	0	13.3549	18.4021	0	0	15.3568	0	0	0	7.77692	0.609909	8.79222
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_formicigenerans	0	1.15777	0	0	0	0	0.421316	0	0	0	6.22203	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_longicatena	0	0.226195	0	2.8426	0	0	2.14784	0	0	4.61945	28.3061	6.59281
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eggerthella.s__Eggerthella_lenta	0.508476	0	3.09675	1.37058	0.753809	2.67881	0.233777	0.430558	0	0	2.05323	1.3548
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Erysipelotrichaceae_noname.s__Clostridium_innocuum	0.921	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_21_3	0	0	0.201212	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	0.24911	0	0	0	0	0.169062	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_3_1_53	0	0	0	0	0	0	0	0	0	0	0	0.613254
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_6_1_45	0	0	0.344698	0	0	0	0	0	0	0	0.456967	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	0	0	0	4.6747	0	0	0	0	10.7734	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Erysipelotrichaceae_noname.s__Eubacterium_cylindroides	0	0	0	0	0	0	0.370313	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	0	3.04664	0	0	0	0.579343	0	30.4892	7.30905	0	5.86314	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_eligens	0	14.3856	0	12.9963	8.20876	0	2.65305	0	5.99086	19.5086	2.99518	5.38809
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_hallii	0	1.67621	0	0.784514	1.82642	0	0	0	0.721864	2.83283	6.64835	3.76668
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_ramulus	0	0.662985	0	0.401828	0	0	0	0	0	0	3.60803	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_rectale	0	9.68852	0	9.21028	0	0	79.5665	0	27.1539	0	0.467884	232.187
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_siraeum	0	1.99146	0	0	0	0	2.9697	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_sp_3_1_31	0	0	0	0	0	0	0	0	2.04713	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	0.967998	0.907469	0	1.69734	0	0	0	2.1748	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	91.6768	61.5622	167.268	111.635	55.6499	186.938	43.9627	46.9203	140.709	38.2431	98.1944	82.1031
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Flavonifractor.s__Flavonifractor_plautii	4.99807	1.55413	0.660836	0	2.68021	5.31397	4.04765	2.3332	1.94016	5.44626	3.92741	2.67445
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Gordonibacter.s__Gordonibacter_pamelaeae	0	0.648579	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0.33369	1.28319	0.426434	0	0	0	0.714011	23.1568	1.54941	0.300496	0.336483
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Haemophilus.s__Haemophilus_sputorum	0	0	0	0	0	0	0	0	0.250361	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Holdemania.s__Holdemania_filiformis	0	0	1.56395	0	0.411989	0	0.819257	0.319814	0.630428	0	0.555182	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA	0	1.50032	0	0	0	0	0	0	0	0	0	0.741903
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_4_56FAA	0	0	0	0	0	0	0	0	0.288436	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA	0	0	0	2.04135	0	3.31781	0.476023	2.98357	0	2.181	0	0.188404
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA	0	1.23667	0	0	0	0	0	0	3.66499	4.84615	2.17534	0.763771
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	1.28809	0	0	0	0.739249	0	0	0	5.06304	1.69471	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA	0	0	0.370277	0	1.03028	0	0	0	0	1.19151	0	0.324335
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	1.77349	12.0932	11.3187	3.6958	9.0892	6.68843	2.72651	21.669	14.194	16.243	8.29067
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA	4.79531	1.00397	0.602769	0	2.91832	9.5054	2.38322	2.10894	1.88047	0	5.78652	2.35068
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_acidophilus	0	0	0	0	0	0	2.7818	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_casei_paracasei	0	0.804067	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactococcus.s__Lactococcus_lactis	1.08789	0.810184	0	0	0	0	0.631668	0	0	0	13.0538	8.76182
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Megamonas.s__Megamonas_hypermegale	0	0	0	0	0	0	0	0	0	0	0	0.860089
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	2.5457	0	0	1.83922	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	29.833	6.5452	0	5.28125	12.8056	5.74279	7.48856	19.0664	0	3.13707	3.23357	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	3.17328	0	0	0	0.759814	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae	0	0	0	2.55576	0	0	10.6159	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	2.45498	2.11407	0	0.34083	1.72133	0	0	0	2.99844	0	1.10914	0.941431
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	0.487192	0.452235	0	0.270055	0.340082	0.689549	0.751008	0.821105	2.56806	0.293526	2.4928	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Pseudoflavonifractor.s__Pseudoflavonifractor_capillosus	0	0	0	0	0	0.43396	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Raoultella.s__Raoultella_ornithinolytica	0	0	0	0	0	0	0	0	0	0	2.12725	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_hominis	0	0.398225	0	6.08629	0.917687	0	1.46897	0	4.04249	0.613278	0.270145	3.27157
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_intestinalis	0	2.43129	0	0.547242	0.93764	0	1.08554	0	53.3027	0	1.25756	33.617
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_inulinivorans	0	0.185196	0	17.2093	1.38011	0	0.413099	0	5.50764	32.7815	0.28299	7.84698
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcaceae_noname.s__Ruminococcaceae_bacterium_D16	0	0	0	0	0	3.5134	0	0	1.49812	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_bromii	0	0	24.4213	17.2081	0	27.5617	0	0	0	81.0849	0	28.4384
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_callidus	0	6.01569	0	1.1081	0	0	0	0	0	0.616042	0	4.60745
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_lactaris	0	3.0723	0	0	0.473223	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	0	4.853	0	0	15.1757	0	16.272	0	0	0	16.4564	35.6722
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0.139848	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_lutetiensis	1.0942	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	0	0	1.24406	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0.935989	1.28076	0	0	0	0	0.548153	0	1.8905	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	0.275306	0.749643	0.786842	3.8409	0.752342	0.901378	0	0.793878	1.5081	1.22529	5.36371	1.95064
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	0	0.184747	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_thermophilus	3.13536	0	7.81765	0	0	0	2.94082	0	0.432875	0.687337	0.663099	0.867353
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Subdoligranulum.s__Subdoligranulum_sp_4_3_54A2FAA	0	0	0	0	0	0	0	0	0	0	1.98036	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Sutterella.s__Sutterella_wadsworthensis	0	0	0	0	0	0	18.9298	0	0	0.538648	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Veillonella.s__Veillonella_atypica	1.86967	0	0.176698	1.65562	0	0	0	0	0.972591	0.334973	3.0157	0.311357
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Veillonella.s__Veillonella_dispar	2.24221	0	0	1.13899	0	0	0	0	2.47046	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Veillonella.s__Veillonella_parvula	3.41703	0.537233	0.420749	0.56955	0	1.379	0	1.80135	1.95358	0.377031	0.550702	0.276892
PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	71.2351	208.194	175.833	87.7138	122.629	100.002	155.08	32.883	152.273	383.185	197.362	136.945
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	185.78	99.6559	153.25	174.057	206.526	133.208	203.378	173.819	63.5562	94.4183	84.0017	62.241
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_cellulosilyticus	13.5547	0	0	0	0	0	17.9235	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_dorei	71.7487	29.0955	42.0054	1.7765	1.92567	18.197	62.3378	0	0	33.8267	32.3781	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	32.5806	15.6903	15.4659	86.6959	126.676	8.30955	0	118.171	0	20.7954	0.854892	18.6733
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	1.31719	0	0	0	1.10475	0	0	0	3.50908	0	0.893243	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Clostridiales_noname.s__Clostridiales_bacterium_1_7_47FAA	0.409311	0	0.357844	0	0.634367	0	0	0.248903	0	0	0.298097	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Clostridium.s__Clostridium_asparagiforme	0	0	0.714364	0	0.395179	1.52493	0	0	0.414952	0	0.399146	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Eggerthella.s__Eggerthella_lenta	0.56778	0	2.7056	0.732543	0	0.940195	0.684744	0	0	0	1.64193	1.68157
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0.473564	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	0.244914	0.107551	1.68848	0	0	0	0	0.642479	18.6793	0.617678	0	0.310532
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Holdemania.s__Holdemania_filiformis	0	0.290693	1.16622	0	0.55373	0	0.749328	0.426684	1.03348	0	1.0445	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Parasutterella.s__Parasutterella_excrementihominis	3.15006	2.29927	0	0.12401	0.669652	0	0	0	4.18541	0	0.825916	0.520418
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Raoultella.s__Raoultella_ornithinolytica	0	0	0	0	0	0	0	0	0	0	1.40874	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Sutterella.s__Sutterella_wadsworthensis	0	0	0	0	0	0	22.7151	0	0	0.300209	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_atypica	1.46789	0	0	0	0	0	0	0	1.075	0	1.70172	0.367637
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_parvula	2.49463	0	0	1.24117	0	2.10449	0	1.30268	0.384153	0	0	0.192647
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified	3.23932	24.9706	44.2269	14.1059	2.32965	24.4469	52.2567	2.26851	8.01207	3.62779	5.99071	2.11648
PWY-7221: guanosine ribonucleotides de novo biosynthesis	569.705	565.146	555.885	569.159	567.42	488.654	554.377	433.244	511.363	656.461	509.588	559.202
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0	0	0	0	0	0	0	0	0	0	0.902606	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0	4.14599	0	2.10075	0	32.2387	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	2.65559	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_indistinctus	0	0.904292	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	11.508	5.4681	26.2234	0	23.3869	0	0	0.417842
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_putredinis	0	16.2306	0	0	7.5452	4.46549	32.642	0	0	6.49333	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_senegalensis	0	0	0	0	0	0	0	0	0.616884	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_shahii	0	37.8291	0	0	0	2.38601	9.40823	0	0	1.35949	0	3.72348
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_sp_HGB5	7.37641	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0.274806	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_caccae	0	22.712	10.374	0	8.21021	0	1.28626	0	0	11.184	12.1761	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus	9.99296	0	0	0	0	16.4724	18.4781	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_clarus	0	0	0	0	0	0	0	0	0	5.21922	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_dorei	92.6221	41.1156	61.0633	3.74348	5.97753	24.2505	85.1511	0	0	46.747	39.8816	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_faecis	0	0	23.2116	27.3331	0	0	9.68377	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	73.7587	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	24.8612	0	4.81826	0.77993	1.14048	3.28616	1.0402	0	0	5.56026	0	5.51525
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	183.736	39.5806	57.5767	21.5273	85.6863	8.34913	13.7784	0	0	9.47396	14.0041	7.41052
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_plebeius	0	0	0	67.0576	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_salyersiae	0	0	0	0	0	0	8.11312	0	0	3.77789	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	3.49014	0	0.376618	4.64044	0	0	0	0	6.7082	1.67167	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	35.3747	14.4612	22.8742	119.607	199.267	10.8998	0	159.473	0	20.4312	0.860325	23.3705
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	1.18621	0	3.62111	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Barnesiella.s__Barnesiella_intestinihominis	0	9.56782	0	0	0	0	9.32535	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	12.6972	0	14.844	0	0	2.28216	0	0	18.8127	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	6.96116	0	9.7556	4.90611	12.722	17.7238	1.91325	0	7.20997	0	3.66828
